ITEM_ID,title,ingredients,nutrition_info,micros_and_macros,price,information,country_of_origin
ITEM_28,Grilled Salmon,"['salmon fillets', 'olive oil', 'lemon', 'garlic', 'dill', 'salt', 'black pepper']","{'calories': 350, 'protein': 30.0, 'carbohydrates': '2.0gm', 'fat': '25.0gm', 'saturated_fat': '5.0gm', 'cholesterol': '70mg', 'sodium': '500mg', 'fiber': '0.0gm', 'sugar': '1.0gm', 'vitamin_a': '800IU', 'vitamin_c': '10mg', 'calcium': '50mg', 'iron': '2.5mg'}","['vitamin A', 'iron', 'calcium', 'protein']",450,"['salmon fillets', 'olive oil', 'lemon', 'garlic', 'dill', 'salt', 'black pepper', 'calories', 'protein', 'carbohydrates', 'fat', 'saturated_fat', 'cholesterol', 'sodium', 'fiber', 'sugar', 'vitamin_a', 'vitamin_c', 'calcium', 'iron', 'savory', 'flaky']",United States
ITEM_29,Pork Schnitzel,"['pork tenderloin', 'breadcrumbs', 'egg', 'flour', 'lemon', 'parsley', 'salt', 'black pepper', 'vegetable oil']","{'calories': 450, 'protein': 30.0, 'carbohydrates': '30.0gm', 'fat': '25.0gm', 'saturated_fat': '8.0gm', 'cholesterol': '60mg', 'sodium': '700mg', 'fiber': '2.0gm', 'sugar': '3.0gm', 'vitamin_a': '300IU', 'vitamin_c': '4mg', 'calcium': '150mg', 'iron': '3.0mg'}","['vitamin A', 'iron', 'calcium', 'protein', 'fiber']",400,"['pork tenderloin', 'breadcrumbs', 'egg', 'flour', 'lemon', 'parsley', 'salt', 'black pepper', 'vegetable oil', 'calories', 'protein', 'carbohydrates', 'fat', 'saturated_fat', 'cholesterol', 'sodium', 'fiber', 'sugar', 'vitamin_a', 'vitamin_c', 'calcium', 'iron', 'crispy', 'savory']",Germany
ITEM_30,Burrito Bowl,"['brown rice', 'ground beef', 'black beans', 'corn', 'tomato', 'cheddar cheese', 'guacamole', 'sour cream', 'cilantro', 'lime', 'jalapenos', 'onions', 'lettuce', 'taco seasoning', 'salsa']","{'calories': 700, 'protein': 35.0, 'carbohydrates': '75.0gm', 'fat': '25.0gm', 'saturated_fat': '8.0gm', 'cholesterol': '50mg', 'sodium': '900mg', 'fiber': '10.0gm', 'sugar': '8.0gm', 'vitamin_a': '600IU', 'vitamin_c': '20mg', 'calcium': '200mg', 'iron': '4.0mg'}","['vitamin A', 'iron', 'calcium', 'protein', 'fiber']",350,"['brown rice', 'ground beef', 'black beans', 'corn', 'tomato', 'cheddar cheese', 'guacamole', 'sour cream', 'cilantro', 'lime', 'jalapenos', 'onions', 'lettuce', 'taco seasoning', 'salsa', 'calories', 'protein', 'carbohydrates', 'fat', 'saturated_fat', 'cholesterol', 'sodium', 'fiber', 'sugar', 'vitamin_a', 'vitamin_c', 'calcium', 'iron', 'spicy', 'savory']",Mexico
ITEM_31,Chicken Fried Rice,"['chicken breast', 'rice', 'eggs', 'carrots', 'peas', 'onions', 'garlic', 'soy sauce', 'sesame oil', 'green onions', 'ginger', 'black pepper']","{'calories': 600, 'protein': 35.0, 'carbohydrates': '60.0gm', 'fat': '20.0gm', 'saturated_fat': '5.0gm', 'cholesterol': '60mg', 'sodium': '800mg', 'fiber': '5.0gm', 'sugar': '4.0gm', 'vitamin_a': '800IU', 'vitamin_c': '15mg', 'calcium': '100mg', 'iron': '2.5mg'}","['vitamin A', 'iron', 'calcium', 'protein', 'fiber']",320,"['chicken breast', 'rice', 'eggs', 'carrots', 'peas', 'onions', 'garlic', 'soy sauce', 'sesame oil', 'green onions', 'ginger', 'black pepper', 'calories', 'protein', 'carbohydrates', 'fat', 'saturated_fat', 'cholesterol', 'sodium', 'fiber', 'sugar', 'vitamin_a', 'vitamin_c', 'calcium', 'iron', 'savory', 'umami']",Italy
ITEM_32,Pizza Margherita,"['pizza dough', 'tomato sauce', 'fresh mozzarella', 'basil', 'olive oil', 'garlic', 'salt', 'black pepper']","{'calories': 250, 'protein': 10.0, 'carbohydrates': '30.0gm', 'fat': '12.0gm', 'saturated_fat': '5.0gm', 'cholesterol': '20mg', 'sodium': '450mg', 'fiber': '2.0gm', 'sugar': '5.0gm', 'vitamin_a': '200IU', 'vitamin_c': '5mg', 'calcium': '150mg', 'iron': '1.0mg'}","['vitamin A', 'iron', 'calcium', 'protein', 'fiber']",400,"['pizza dough', 'tomato sauce', 'fresh mozzarella', 'basil', 'olive oil', 'garlic', 'salt', 'black pepper', 'calories', 'protein', 'carbohydrates', 'fat', 'saturated_fat', 'cholesterol', 'sodium', 'fiber', 'sugar', 'vitamin_a', 'vitamin_c', 'calcium', 'iron', 'fresh', 'classic']",Japan
ITEM_33,Beef Enchiladas,"['ground beef', 'corn tortillas', 'onions', 'garlic', 'cheddar cheese', 'tomato sauce', 'chili powder', 'cumin', 'sour cream', 'jalapenos', 'cilantro', 'lime']","{'calories': 500, 'protein': 30.0, 'carbohydrates': '50.0gm', 'fat': '25.0gm', 'saturated_fat': '10.0gm', 'cholesterol': '80mg', 'sodium': '700mg', 'fiber': '6.0gm', 'sugar': '7.0gm', 'vitamin_a': '600IU', 'vitamin_c': '15mg', 'calcium': '150mg', 'iron': '4.0mg'}","['vitamin A', 'iron', 'calcium', 'protein', 'fiber']",350,"['ground beef', 'corn tortillas', 'onions', 'garlic', 'cheddar cheese', 'tomato sauce', 'chili powder', 'cumin', 'sour cream', 'jalapenos', 'cilantro', 'lime', 'calories', 'protein', 'carbohydrates', 'fat', 'saturated_fat', 'cholesterol', 'sodium', 'fiber', 'sugar', 'vitamin_a', 'vitamin_c', 'calcium', 'iron', 'spicy', 'savory']",Italy
ITEM_34,Mushroom Risotto,"['arborio rice', 'chicken broth', 'mushrooms', 'parmesan cheese', 'butter', 'onions', 'garlic', 'white wine', 'olive oil', 'thyme', 'salt', 'black pepper']","{'calories': 400, 'protein': 10.0, 'carbohydrates': '60.0gm', 'fat': '15.0gm', 'saturated_fat': '7.0gm', 'cholesterol': '25mg', 'sodium': '600mg', 'fiber': '4.0gm', 'sugar': '3.0gm', 'vitamin_a': '200IU', 'vitamin_c': '5mg', 'calcium': '150mg', 'iron': '2.0mg'}","['vitamin A', 'iron', 'calcium', 'protein', 'fiber']",400,"['arborio rice', 'chicken broth', 'mushrooms', 'parmesan cheese', 'butter', 'onions', 'garlic', 'white wine', 'olive oil', 'thyme', 'salt', 'black pepper', 'calories', 'protein', 'carbohydrates', 'fat', 'saturated_fat', 'cholesterol', 'sodium', 'fiber', 'sugar', 'vitamin_a', 'vitamin_c', 'calcium', 'iron', 'creamy', 'earthy']",Mexico
ITEM_35,Pad See Ew,"['rice noodles', 'chicken breast', 'broccoli', 'carrots', 'garlic', 'soy sauce', 'oyster sauce', 'egg', 'brown sugar', 'lime', 'cilantro']","{'calories': 550, 'protein': 30.0, 'carbohydrates': '60.0gm', 'fat': '20.0gm', 'saturated_fat': '7.0gm', 'cholesterol': '70mg', 'sodium': '900mg', 'fiber': '5.0gm', 'sugar': '9.0gm', 'vitamin_a': '500IU', 'vitamin_c': '15mg', 'calcium': '150mg', 'iron': '3.0mg'}","['vitamin A', 'iron', 'calcium', 'protein', 'fiber']",350,"['rice noodles', 'chicken breast', 'broccoli', 'carrots', 'garlic', 'soy sauce', 'oyster sauce', 'egg', 'brown sugar', 'lime', 'cilantro', 'calories', 'protein', 'carbohydrates', 'fat', 'saturated_fat', 'cholesterol', 'sodium', 'fiber', 'sugar', 'vitamin_a', 'vitamin_c', 'calcium', 'iron', 'savory', 'umami']",Italy
ITEM_36,Eggplant Parmesan,"['eggplant', 'breadcrumbs', 'parmesan cheese', 'mozzarella cheese', 'marinara sauce', 'olive oil', 'garlic', 'basil', 'oregano', 'salt', 'black pepper']","{'calories': 350, 'protein': 15.0, 'carbohydrates': '40.0gm', 'fat': '15.0gm', 'saturated_fat': '6.0gm', 'cholesterol': '30mg', 'sodium': '700mg', 'fiber': '8.0gm', 'sugar': '6.0gm', 'vitamin_a': '800IU', 'vitamin_c': '10mg', 'calcium': '200mg', 'iron': '2.0mg'}","['vitamin A', 'iron', 'calcium', 'protein', 'fiber']",380,"['eggplant', 'breadcrumbs', 'parmesan cheese', 'mozzarella cheese', 'marinara sauce', 'olive oil', 'garlic', 'basil', 'oregano', 'salt', 'black pepper', 'calories', 'protein', 'carbohydrates', 'fat', 'saturated_fat', 'cholesterol', 'sodium', 'fiber', 'sugar', 'vitamin_a', 'vitamin_c', 'calcium', 'iron', 'savory', 'cheesy']",Japan
ITEM_37,Chicken Katsu,"['chicken breast', 'panko breadcrumbs', 'flour', 'egg', 'soy sauce', 'mirin', 'sugar', 'sesame oil', 'vegetable oil', 'cabbage', 'lemon']","{'calories': 700, 'protein': 40.0, 'carbohydrates': '50.0gm', 'fat': '35.0gm', 'saturated_fat': '6.0gm', 'cholesterol': '75mg', 'sodium': '800mg', 'fiber': '4.0gm', 'sugar': '6.0gm', 'vitamin_a': '150IU', 'vitamin_c': '5mg', 'calcium': '80mg', 'iron': '3.5mg'}","['vitamin A', 'iron', 'calcium', 'protein', 'fiber']",450,"['chicken breast', 'panko breadcrumbs', 'flour', 'egg', 'soy sauce', 'mirin', 'sugar', 'sesame oil', 'vegetable oil', 'cabbage', 'lemon', 'calories', 'protein', 'carbohydrates', 'fat', 'saturated_fat', 'cholesterol', 'sodium', 'fiber', 'sugar', 'vitamin_a', 'vitamin_c', 'calcium', 'iron', 'crispy', 'savory']",United States
ITEM_38,Veggie Tacos,"['corn tortillas', 'black beans', 'corn', 'avocado', 'tomatoes', 'lettuce', 'red onion', 'cilantro', 'lime', 'taco seasoning', 'sour cream', 'jalapenos']","{'calories': 350, 'protein': 12.0, 'carbohydrates': '50.0gm', 'fat': '12.0gm', 'saturated_fat': '2.0gm', 'cholesterol': '0mg', 'sodium': '500mg', 'fiber': '10.0gm', 'sugar': '6.0gm', 'vitamin_a': '600IU', 'vitamin_c': '25mg', 'calcium': '150mg', 'iron': '3.0mg'}","['vitamin A', 'iron', 'calcium', 'protein', 'fiber']",300,"['corn tortillas', 'black beans', 'corn', 'avocado', 'tomatoes', 'lettuce', 'red onion', 'cilantro', 'lime', 'taco seasoning', 'sour cream', 'jalapenos', 'calories', 'protein', 'carbohydrates', 'fat', 'saturated_fat', 'cholesterol', 'sodium', 'fiber', 'sugar', 'vitamin_a', 'vitamin_c', 'calcium', 'iron', 'spicy', 'savory', 'fresh']",Italy
ITEM_39,Chicken Quesadilla,"['chicken breast', 'flour tortillas', 'cheddar cheese', 'mozzarella cheese', 'onions', 'bell peppers', 'jalapenos', 'sour cream', 'guacamole', 'lime', 'olive oil', 'garlic']","{'calories': 600, 'protein': 35.0, 'carbohydrates': '40.0gm', 'fat': '25.0gm', 'saturated_fat': '10.0gm', 'cholesterol': '80mg', 'sodium': '700mg', 'fiber': '5.0gm', 'sugar': '5.0gm', 'vitamin_a': '600IU', 'vitamin_c': '15mg', 'calcium': '200mg', 'iron': '3.0mg'}","['vitamin A', 'iron', 'calcium', 'protein', 'fiber']",400,"['chicken breast', 'flour tortillas', 'cheddar cheese', 'mozzarella cheese', 'onions', 'bell peppers', 'jalapenos', 'sour cream', 'guacamole', 'lime', 'olive oil', 'garlic', 'calories', 'protein', 'carbohydrates', 'fat', 'saturated_fat', 'cholesterol', 'sodium', 'fiber', 'sugar', 'vitamin_a', 'vitamin_c', 'calcium', 'iron', 'crispy', 'cheesy']",Italy
ITEM_40,Lobster Roll,"['lobster meat', 'hot dog bun', 'mayonnaise', 'lemon juice', 'celery', 'chives', 'salt', 'black pepper', 'butter']","{'calories': 450, 'protein': 25.0, 'carbohydrates': '30.0gm', 'fat': '25.0gm', 'saturated_fat': '10.0gm', 'cholesterol': '85mg', 'sodium': '600mg', 'fiber': '2.0gm', 'sugar': '3.0gm', 'vitamin_a': '400IU', 'vitamin_c': '10mg', 'calcium': '100mg', 'iron': '2.0mg'}","['vitamin A', 'iron', 'calcium', 'protein', 'fiber']",700,"['lobster meat', 'hot dog bun', 'mayonnaise', 'lemon juice', 'celery', 'chives', 'salt', 'black pepper', 'butter', 'calories', 'protein', 'carbohydrates', 'fat', 'saturated_fat', 'cholesterol', 'sodium', 'fiber', 'sugar', 'vitamin_a', 'vitamin_c', 'calcium', 'iron', 'rich', 'savory']",United States
ITEM_41,Baked Ziti,"['ziti pasta', 'marinara sauce', 'ricotta cheese', 'mozzarella cheese', 'parmesan cheese', 'ground beef', 'onions', 'garlic', 'olive oil', 'basil', 'oregano', 'salt', 'black pepper']","{'calories': 600, 'protein': 25.0, 'carbohydrates': '60.0gm', 'fat': '25.0gm', 'saturated_fat': '10.0gm', 'cholesterol': '50mg', 'sodium': '800mg', 'fiber': '6.0gm', 'sugar': '8.0gm', 'vitamin_a': '600IU', 'vitamin_c': '10mg', 'calcium': '250mg', 'iron': '3.0mg'}","['vitamin A', 'iron', 'calcium', 'protein', 'fiber']",400,"['ziti pasta', 'marinara sauce', 'ricotta cheese', 'mozzarella cheese', 'parmesan cheese', 'ground beef', 'onions', 'garlic', 'olive oil', 'basil', 'oregano', 'salt', 'black pepper', 'calories', 'protein', 'carbohydrates', 'fat', 'saturated_fat', 'cholesterol', 'sodium', 'fiber', 'sugar', 'vitamin_a', 'vitamin_c', 'calcium', 'iron', 'cheesy', 'savory']",Mexico
ITEM_42,Chicken Shawarma,"['chicken thighs', 'yogurt', 'garlic', 'lemon juice', 'olive oil', 'paprika', 'cumin', 'coriander', 'turmeric', 'cayenne pepper', 'cinnamon', 'pita bread', 'lettuce', 'tomatoes', 'onions', 'tahini sauce']","{'calories': 600, 'protein': 35.0, 'carbohydrates': '50.0gm', 'fat': '25.0gm', 'saturated_fat': '7.0gm', 'cholesterol': '90mg', 'sodium': '750mg', 'fiber': '5.0gm', 'sugar': '4.0gm', 'vitamin_a': '600IU', 'vitamin_c': '15mg', 'calcium': '150mg', 'iron': '3.5mg'}","['vitamin A', 'iron', 'calcium', 'protein', 'fiber']",450,"['chicken thighs', 'yogurt', 'garlic', 'lemon juice', 'olive oil', 'paprika', 'cumin', 'coriander', 'turmeric', 'cayenne pepper', 'cinnamon', 'pita bread', 'lettuce', 'tomatoes', 'onions', 'tahini sauce', 'calories', 'protein', 'carbohydrates', 'fat', 'saturated_fat', 'cholesterol', 'sodium', 'fiber', 'sugar', 'vitamin_a', 'vitamin_c', 'calcium', 'iron', 'spicy', 'savory']",United States
ITEM_43,Pulled Pork Sandwich,"['pork shoulder', 'barbecue sauce', 'burger buns', 'coleslaw', 'brown sugar', 'apple cider vinegar', 'garlic powder', 'onion powder', 'paprika', 'salt', 'black pepper']","{'calories': 700, 'protein': 40.0, 'carbohydrates': '60.0gm', 'fat': '30.0gm', 'saturated_fat': '10.0gm', 'cholesterol': '100mg', 'sodium': '850mg', 'fiber': '4.0gm', 'sugar': '12.0gm', 'vitamin_a': '500IU', 'vitamin_c': '8mg', 'calcium': '100mg', 'iron': '3.0mg'}","['vitamin A', 'iron', 'calcium', 'protein', 'fiber']",500,"['pork shoulder', 'barbecue sauce', 'burger buns', 'coleslaw', 'brown sugar', 'apple cider vinegar', 'garlic powder', 'onion powder', 'paprika', 'salt', 'black pepper', 'calories', 'protein', 'carbohydrates', 'fat', 'saturated_fat', 'cholesterol', 'sodium', 'fiber', 'sugar', 'vitamin_a', 'vitamin_c', 'calcium', 'iron', 'rich', 'savory']",Turkey
ITEM_44,Greek Salad,"['cucumbers', 'tomatoes', 'red onions', 'feta cheese', 'kalamata olives', 'olive oil', 'red wine vinegar', 'oregano', 'lemon juice', 'salt', 'black pepper']","{'calories': 250, 'protein': 6.0, 'carbohydrates': '10.0gm', 'fat': '20.0gm', 'saturated_fat': '6.0gm', 'cholesterol': '25mg', 'sodium': '600mg', 'fiber': '4.0gm', 'sugar': '5.0gm', 'vitamin_a': '800IU', 'vitamin_c': '20mg', 'calcium': '150mg', 'iron': '2.0mg'}","['vitamin A', 'iron', 'calcium', 'fiber']",300,"['cucumbers', 'tomatoes', 'red onions', 'feta cheese', 'kalamata olives', 'olive oil', 'red wine vinegar', 'oregano', 'lemon juice', 'salt', 'black pepper', 'calories', 'protein', 'carbohydrates', 'fat', 'saturated_fat', 'cholesterol', 'sodium', 'fiber', 'sugar', 'vitamin_a', 'vitamin_c', 'calcium', 'iron', 'fresh', 'light']",Lebanon
ITEM_45,Beef Kabobs,"['beef chunks', 'bell peppers', 'onions', 'zucchini', 'olive oil', 'soy sauce', 'garlic', 'paprika', 'black pepper', 'salt', 'skewers']","{'calories': 400, 'protein': 30.0, 'carbohydrates': '10.0gm', 'fat': '25.0gm', 'saturated_fat': '8.0gm', 'cholesterol': '70mg', 'sodium': '500mg', 'fiber': '3.0gm', 'sugar': '3.0gm', 'vitamin_a': '500IU', 'vitamin_c': '10mg', 'calcium': '50mg', 'iron': '3.5mg'}","['vitamin A', 'iron', 'calcium', 'protein', 'fiber']",400,"['beef chunks', 'bell peppers', 'onions', 'zucchini', 'olive oil', 'soy sauce', 'garlic', 'paprika', 'black pepper', 'salt', 'skewers', 'calories', 'protein', 'carbohydrates', 'fat', 'saturated_fat', 'cholesterol', 'sodium', 'fiber', 'sugar', 'vitamin_a', 'vitamin_c', 'calcium', 'iron', 'grilled', 'savory']",Greece
ITEM_46,Fish Tacos,"['white fish', 'corn tortillas', 'cabbage', 'cilantro', 'lime', 'sour cream', 'avocado', 'taco seasoning', 'olive oil', 'jalapenos']","{'calories': 350, 'protein': 20.0, 'carbohydrates': '30.0gm', 'fat': '15.0gm', 'saturated_fat': '5.0gm', 'cholesterol': '50mg', 'sodium': '400mg', 'fiber': '5.0gm', 'sugar': '3.0gm', 'vitamin_a': '400IU', 'vitamin_c': '20mg', 'calcium': '100mg', 'iron': '2.0mg'}","['vitamin A', 'iron', 'calcium', 'protein', 'fiber']",350,"['white fish', 'corn tortillas', 'cabbage', 'cilantro', 'lime', 'sour cream', 'avocado', 'taco seasoning', 'olive oil', 'jalapenos', 'calories', 'protein', 'carbohydrates', 'fat', 'saturated_fat', 'cholesterol', 'sodium', 'fiber', 'sugar', 'vitamin_a', 'vitamin_c', 'calcium', 'iron', 'fresh', 'zesty']",United States
ITEM_47,Bangers and Mash,"['pork sausages', 'potatoes', 'butter', 'cream', 'onions', 'gravy', 'salt', 'black pepper', 'parsley']","{'calories': 600, 'protein': 25.0, 'carbohydrates': '40.0gm', 'fat': '35.0gm', 'saturated_fat': '12.0gm', 'cholesterol': '85mg', 'sodium': '800mg', 'fiber': '4.0gm', 'sugar': '3.0gm', 'vitamin_a': '400IU', 'vitamin_c': '10mg', 'calcium': '100mg', 'iron': '2.5mg'}","['vitamin A', 'iron', 'calcium', 'protein', 'fiber']",400,"['pork sausages', 'potatoes', 'butter', 'cream', 'onions', 'gravy', 'salt', 'black pepper', 'parsley', 'calories', 'protein', 'carbohydrates', 'fat', 'saturated_fat', 'cholesterol', 'sodium', 'fiber', 'sugar', 'vitamin_a', 'vitamin_c', 'calcium', 'iron', 'hearty', 'savory']",United Kingdom
ITEM_48,Sweet and Sour Pork,"['pork loin', 'pineapple chunks', 'bell peppers', 'onions', 'vinegar', 'ketchup', 'sugar', 'soy sauce', 'cornstarch', 'oil for frying']","{'calories': 450, 'protein': 25.0, 'carbohydrates': '40.0gm', 'fat': '20.0gm', 'saturated_fat': '6.0gm', 'cholesterol': '60mg', 'sodium': '800mg', 'fiber': '3.0gm', 'sugar': '15.0gm', 'vitamin_a': '400IU', 'vitamin_c': '25mg', 'calcium': '50mg', 'iron': '2.0mg'}","['vitamin C', 'iron', 'protein', 'fiber']",500,"['pork loin', 'pineapple chunks', 'bell peppers', 'onions', 'vinegar', 'ketchup', 'sugar', 'soy sauce', 'cornstarch', 'oil for frying', 'calories', 'protein', 'carbohydrates', 'fat', 'saturated_fat', 'cholesterol', 'sodium', 'fiber', 'sugar', 'vitamin_a', 'vitamin_c', 'calcium', 'iron', 'tangy', 'savory-sweet']",China
ITEM_49,Sushi Nigiri,"['sushi rice', 'vinegar', 'sugar', 'salt', 'fresh fish (e.g., tuna, salmon, shrimp)', 'wasabi']","{'calories': 200, 'protein': 15.0, 'carbohydrates': '30.0gm', 'fat': '2.0gm', 'saturated_fat': '0.5gm', 'cholesterol': '25mg', 'sodium': '200mg', 'fiber': '1.0gm', 'sugar': '3.0gm', 'vitamin_a': '50IU', 'vitamin_c': '2mg', 'calcium': '15mg', 'iron': '0.5mg'}","['iron', 'protein', 'low fat']",300,"['sushi rice', 'vinegar', 'sugar', 'salt', 'fresh fish (e.g., tuna, salmon, shrimp)', 'wasabi', 'calories', 'protein', 'carbohydrates', 'fat', 'saturated_fat', 'cholesterol', 'sodium', 'fiber', 'sugar', 'vitamin_a', 'vitamin_c', 'calcium', 'iron', 'light', 'fresh']",Italy
ITEM_50,Tomato Basil Soup,"['tomatoes', 'basil', 'onions', 'garlic', 'olive oil', 'vegetable broth', 'cream', 'salt', 'black pepper']","{'calories': 150, 'protein': 4.0, 'carbohydrates': '15.0gm', 'fat': '8.0gm', 'saturated_fat': '3.0gm', 'cholesterol': '10mg', 'sodium': '400mg', 'fiber': '3.0gm', 'sugar': '8.0gm', 'vitamin_a': '1000IU', 'vitamin_c': '30mg', 'calcium': '50mg', 'iron': '1.0mg'}","['vitamin C', 'vitamin A', 'fiber', 'low calories']",200,"['tomatoes', 'basil', 'onions', 'garlic', 'olive oil', 'vegetable broth', 'cream', 'salt', 'black pepper', 'calories', 'protein', 'carbohydrates', 'fat', 'saturated_fat', 'cholesterol', 'sodium', 'fiber', 'sugar', 'vitamin_a', 'vitamin_c', 'calcium', 'iron', 'warm', 'comforting']",France
ITEM_51,Peking Duck,"['duck', 'hoisin sauce', 'soy sauce', 'honey', 'five-spice powder', 'pancakes', 'cucumber', 'scallions']","{'calories': 700, 'protein': 35.0, 'carbohydrates': '40.0gm', 'fat': '40.0gm', 'saturated_fat': '10.0gm', 'cholesterol': '100mg', 'sodium': '900mg', 'fiber': '3.0gm', 'sugar': '10.0gm', 'vitamin_a': '400IU', 'vitamin_c': '5mg', 'calcium': '20mg', 'iron': '3.0mg'}","['iron', 'protein', 'rich flavor']",800,"['duck', 'hoisin sauce', 'soy sauce', 'honey', 'five-spice powder', 'pancakes', 'cucumber', 'scallions', 'calories', 'protein', 'carbohydrates', 'fat', 'saturated_fat', 'cholesterol', 'sodium', 'fiber', 'sugar', 'vitamin_a', 'vitamin_c', 'calcium', 'iron', 'crispy', 'savory']",China
ITEM_52,Risotto Milanese,"['arborio rice', 'saffron', 'onions', 'garlic', 'chicken broth', 'white wine', 'parmesan cheese', 'butter', 'olive oil']","{'calories': 400, 'protein': 10.0, 'carbohydrates': '50.0gm', 'fat': '15.0gm', 'saturated_fat': '7.0gm', 'cholesterol': '30mg', 'sodium': '500mg', 'fiber': '2.0gm', 'sugar': '2.0gm', 'vitamin_a': '600IU', 'vitamin_c': '2mg', 'calcium': '100mg', 'iron': '2.0mg'}","['vitamin A', 'calcium', 'comfort food']",450,"['arborio rice', 'saffron', 'onions', 'garlic', 'chicken broth', 'white wine', 'parmesan cheese', 'butter', 'olive oil', 'calories', 'protein', 'carbohydrates', 'fat', 'saturated_fat', 'cholesterol', 'sodium', 'fiber', 'sugar', 'vitamin_a', 'vitamin_c', 'calcium', 'iron', 'creamy', 'luxurious']",Italy
SIDE_1,Potato Fries,"['potatoes', 'vegetable oil', 'salt', 'black pepper']","{'calories': 300, 'protein': 4.0, 'carbohydrates': '40.0gm', 'fat': '14.0gm', 'saturated_fat': '2.0gm', 'cholesterol': '0mg', 'sodium': '350mg', 'fiber': '4.0gm', 'sugar': '1.0gm', 'vitamin_a': '0IU', 'vitamin_c': '10mg', 'calcium': '20mg', 'iron': '1.2mg'}","['vitamin C', 'fiber', 'protein', 'carbs', 'potassium']",100,"['potatoes', 'vegetable oil', 'salt', 'black pepper', 'calories', 'protein', 'carbohydrates', 'fat', 'saturated_fat', 'cholesterol', 'sodium', 'fiber', 'sugar', 'vitamin_a', 'vitamin_c', 'calcium', 'iron', 'crispy', 'salty']",China
SIDE_2,Onion Rings,"['onions', 'flour', 'cornstarch', 'baking powder', 'salt', 'pepper', 'milk', 'egg', 'vegetable oil']","{'calories': 250, 'protein': 3.0, 'carbohydrates': '35.0gm', 'fat': '12.0gm', 'saturated_fat': '2.0gm', 'cholesterol': '20mg', 'sodium': '400mg', 'fiber': '3.0gm', 'sugar': '5.0gm', 'vitamin_a': '100IU', 'vitamin_c': '5mg', 'calcium': '30mg', 'iron': '1.5mg'}","['vitamin A', 'iron', 'fiber', 'protein', 'carbs']",120,"['onions', 'flour', 'cornstarch', 'baking powder', 'milk', 'egg', 'vegetable oil', 'calories', 'protein', 'carbohydrates', 'fat', 'saturated_fat', 'cholesterol', 'sodium', 'fiber', 'sugar', 'vitamin_a', 'vitamin_c', 'calcium', 'iron', 'crispy', 'savory']",United States
SIDE_3,Breadsticks,"['flour', 'yeast', 'salt', 'olive oil', 'garlic', 'parmesan cheese']","{'calories': 220, 'protein': 5.0, 'carbohydrates': '40.0gm', 'fat': '6.0gm', 'saturated_fat': '1.0gm', 'cholesterol': '0mg', 'sodium': '350mg', 'fiber': '2.0gm', 'sugar': '1.0gm', 'vitamin_a': '0IU', 'vitamin_c': '0mg', 'calcium': '80mg', 'iron': '2.0mg'}","['protein', 'carbs', 'fiber', 'calcium', 'iron']",110,"['flour', 'yeast', 'salt', 'olive oil', 'garlic', 'parmesan cheese', 'calories', 'protein', 'carbohydrates', 'fat', 'saturated_fat', 'cholesterol', 'sodium', 'fiber', 'sugar', 'vitamin_a', 'vitamin_c', 'calcium', 'iron', 'garlicky', 'crispy']",Italy
SIDE_4,Chips and Salsa,"['corn tortilla chips', 'tomatoes', 'onions', 'cilantro', 'lime', 'jalapenos', 'garlic']","{'calories': 180, 'protein': 2.0, 'carbohydrates': '25.0gm', 'fat': '8.0gm', 'saturated_fat': '1.0gm', 'cholesterol': '0mg', 'sodium': '200mg', 'fiber': '3.0gm', 'sugar': '2.0gm', 'vitamin_a': '250IU', 'vitamin_c': '20mg', 'calcium': '30mg', 'iron': '1.5mg'}","['vitamin C', 'fiber', 'carbs', 'protein', 'zinc']",80,"['corn tortilla chips', 'tomatoes', 'onions', 'cilantro', 'lime', 'jalapenos', 'garlic', 'calories', 'protein', 'carbohydrates', 'fat', 'saturated_fat', 'cholesterol', 'sodium', 'fiber', 'sugar', 'vitamin_a', 'vitamin_c', 'calcium', 'iron', 'spicy', 'tangy']",Italy
SIDE_5,Mozzarella Sticks,"['mozzarella cheese', 'flour', 'egg', 'breadcrumbs', 'vegetable oil', 'garlic powder', 'parsley']","{'calories': 350, 'protein': 12.0, 'carbohydrates': '40.0gm', 'fat': '18.0gm', 'saturated_fat': '8.0gm', 'cholesterol': '40mg', 'sodium': '500mg', 'fiber': '2.0gm', 'sugar': '2.0gm', 'vitamin_a': '150IU', 'vitamin_c': '2mg', 'calcium': '250mg', 'iron': '1.0mg'}","['vitamin A', 'calcium', 'iron', 'protein', 'carbs']",140,"['mozzarella cheese', 'flour', 'egg', 'breadcrumbs', 'vegetable oil', 'garlic powder', 'parsley', 'calories', 'protein', 'carbohydrates', 'fat', 'saturated_fat', 'cholesterol', 'sodium', 'fiber', 'sugar', 'vitamin_a', 'vitamin_c', 'calcium', 'iron', 'crispy', 'cheesy']",Germany
